Date,Close,Daily return,lookback window,Abs Close,RISK
5/26/2000,45.71875,,,,
5/30/2000,47.40625,0.036910458,,,
5/31/2000,47.578125,0.003625577,,,
6/1/2000,48.65625,0.022660099,,,
6/2/2000,51.1875,0.052023121,,,
6/5/2000,51,-0.003663004,,,
6/6/2000,51.5,0.009803922,,,
6/7/2000,51.5625,0.001213592,,,
6/8/2000,51.4375,-0.002424242,,,
6/9/2000,52.34375,0.017618469,,,
6/12/2000,50.7890625,-0.029701493,,,
6/13/2000,51.4375,0.012767267,,,
6/14/2000,51.1875,-0.004860267,,,
6/15/2000,51.25,0.001221001,,,
6/16/2000,50.96875,-0.005487805,,,
6/19/2000,52.25,0.025137952,,,
6/20/2000,52.59375,0.006578947,,,
6/21/2000,52.84375,0.004753417,,,
6/22/2000,51.25,-0.030159669,,,
6/23/2000,50.90625,-0.006707317,,,
6/26/2000,51.53125,0.012277471,,,
6/27/2000,50.71875,-0.015767132,,,
6/28/2000,52,0.025261861,,,
6/29/2000,51.1875,-0.015625,,,
6/30/2000,51.6796875,0.009615385,,,
7/3/2000,52.40625,0.014058957,,,
7/5/2000,51.8125,-0.011329756,,,
7/6/2000,52.421875,0.011761158,,,
7/7/2000,52.75,0.006259314,,,
7/10/2000,53.09375,0.006516588,,,
7/11/2000,53.03125,-0.001177163,,,
7/12/2000,54.09375,0.020035357,,,
7/13/2000,54.265625,0.003177354,,,
7/14/2000,54.3125,0.000863807,,,
7/17/2000,54.5,0.003452244,,,
7/18/2000,53.5625,-0.017201835,,,
7/19/2000,52.625,-0.017502917,,,
7/20/2000,53.5,0.016627078,,,
7/21/2000,52.03125,-0.027453271,,,
7/24/2000,51.2734375,-0.014564565,,,
7/25/2000,51.375,0.001980801,,,
7/26/2000,51.28125,-0.001824818,,,
7/27/2000,49.875,-0.027422303,,,
7/28/2000,49,-0.01754386,,,
7/31/2000,50.25,0.025510204,,,
8/1/2000,49.921875,-0.006529851,,,
8/2/2000,50,0.001564945,,,
8/3/2000,49.96875,-0.000625,,,
8/4/2000,50.21875,0.005003127,,,
8/7/2000,51.1484375,0.018512757,,,
8/8/2000,50.90625,-0.004734993,,,
8/9/2000,50.5390625,-0.007213014,,,
8/10/2000,50.25,-0.005719586,,,
8/11/2000,51.125,0.017412935,,,
8/14/2000,51.65625,0.010391198,,,
8/15/2000,50.90625,-0.014519056,,,
8/16/2000,51.15625,0.004910988,,,
8/17/2000,51.625,0.009163103,,,
8/18/2000,51.546875,-0.001513317,,,
8/21/2000,51.734375,0.003637466,,,
8/22/2000,51.65625,-0.001510118,,,
8/23/2000,51.578125,-0.001512402,,,
8/24/2000,52.34375,0.014843987,,,
8/25/2000,52.5625,0.004179104,,,
8/28/2000,52.65625,0.001783591,,,
8/29/2000,53.15625,0.009495549,,,
8/30/2000,53.21875,0.001175779,,,
8/31/2000,53.75,0.009982384,,,
9/1/2000,54.1875,0.008139535,,,
9/5/2000,53.8125,-0.006920415,,,
9/6/2000,53.578125,-0.004355401,,,
9/7/2000,54.375,0.014873141,,,
9/8/2000,53.4375,-0.017241379,,,
9/11/2000,53.5,0.001169591,,,
9/12/2000,53.328125,-0.003212617,,,
9/13/2000,53.59375,0.004980955,,,
9/14/2000,53.90625,0.005830904,,,
9/15/2000,52.90625,-0.018550725,,,
9/18/2000,51.65625,-0.023626698,,,
9/19/2000,52.5,0.016333938,,,
9/20/2000,51.90625,-0.011309524,,,
9/21/2000,50.9375,-0.018663456,,,
9/22/2000,51.59375,0.012883436,,,
9/25/2000,51.65625,0.001211387,,,
9/26/2000,50.921875,-0.014216576,,,
9/27/2000,50.6875,-0.004602639,,,
9/28/2000,52.0625,0.027127004,,,
9/29/2000,51.8125,-0.004801921,,,
10/2/2000,50.96875,-0.01628468,,,
10/3/2000,50.2265625,-0.014561619,,,
10/4/2000,50.578125,0.006999533,,,
10/5/2000,50.0625,-0.010194625,,,
10/6/2000,48.84375,-0.024344569,,,
10/9/2000,48.734375,-0.002239283,,,
10/10/2000,47.5625,-0.024046169,,,
